rideable_type,started_at,start_date,start_day_of_the_week,start_time,ended_at,end_date,end_day_of_the_week,end_time,time,start_station_name,end_station_name,diff
classic_bike,3/29/2024 12:04,3/29/2024,Friday,12:04:00,3/29/2024 12:16,3/29/2024,Friday,12:16:00,12:04:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & 14th St,-1
classic_bike,3/15/2024 13:42,3/15/2024,Friday,13:42:00,3/15/2024 13:52,3/15/2024,Friday,13:52:00,13:42:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & 14th St,-1
classic_bike,3/15/2024 21:06,3/15/2024,Friday,21:06:00,3/15/2024 21:11,3/15/2024,Friday,21:11:00,21:06:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & 14th St,-1
electric_bike,3/1/2024 11:53,3/1/2024,Friday,11:53:00,3/1/2024 11:58,3/1/2024,Friday,11:58:00,11:53:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & 14th St,-1
classic_bike,2/16/2024 17:43,2/16/2024,Friday,17:43:02,2/16/2024 17:45,2/16/2024,Friday,17:45:00,17:43:02,Michigan Ave & Ida B Wells Dr,Michigan Ave & 8th St,-1
classic_bike,2/2/2024 14:08,2/2/2024,Friday,14:08:31,2/2/2024 14:09,2/2/2024,Friday,14:09:00,14:08:31,Michigan Ave & Ida B Wells Dr,Michigan Ave & Jackson Blvd,-1
electric_bike,2/2/2024 12:38,2/2/2024,Friday,12:38:47,2/2/2024 12:41,2/2/2024,Friday,12:41:00,12:38:47,Michigan Ave & Ida B Wells Dr,Michigan Ave & Jackson Blvd,-1
classic_bike,2/9/2024 15:47,2/9/2024,Friday,15:47:59,2/9/2024 15:54,2/9/2024,Friday,15:54:00,15:47:59,Michigan Ave & Ida B Wells Dr,Michigan Ave & Lake St,-1
classic_bike,2/23/2024 16:10,2/23/2024,Friday,16:10:33,2/23/2024 16:19,2/23/2024,Friday,16:19:00,16:10:33,Michigan Ave & Ida B Wells Dr,Michigan Ave & Madison St,-1
electric_bike,3/15/2024 23:49,3/15/2024,Friday,23:49:00,3/15/2024 23:51,3/15/2024,Friday,23:51:00,23:49:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Madison St,-1
classic_bike,2/2/2024 8:48,2/2/2024,Friday,8:48:00,2/2/2024 8:53,2/2/2024,Friday,8:53:00,8:48:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Washington St,-1
classic_bike,2/9/2024 19:49,2/9/2024,Friday,19:49:19,2/9/2024 19:52,2/9/2024,Friday,19:52:00,19:49:19,Michigan Ave & Ida B Wells Dr,Michigan Ave & Washington St,-1
electric_bike,3/29/2024 8:29,3/29/2024,Friday,8:29:00,3/29/2024 8:56,3/29/2024,Friday,8:56:00,8:29:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Washington St,-1
electric_bike,3/29/2024 8:31,3/29/2024,Friday,8:31:00,3/29/2024 8:58,3/29/2024,Friday,8:58:00,8:31:00,Michigan Ave & Ida B Wells Dr,Michigan Ave & Washington St,-1
classic_bike,2/23/2024 8:32,2/23/2024,Friday,8:32:59,2/23/2024 8:38,2/23/2024,Friday,8:38:00,8:32:59,Michigan Ave & Ida B Wells Dr,Millennium Park,-1
classic_bike,3/15/2024 15:49,3/15/2024,Friday,15:49:00,3/15/2024 16:25,3/15/2024,Friday,16:25:00,15:49:00,Michigan Ave & Ida B Wells Dr,Millennium Park,-1
electric_bike,3/8/2024 20:30,3/8/2024,Friday,20:30:00,3/8/2024 20:48,3/8/2024,Friday,20:48:00,20:30:00,Michigan Ave & Ida B Wells Dr,Racine Ave & 15th St,-1
electric_bike,3/15/2024 23:49,3/15/2024,Friday,23:49:00,3/15/2024 23:59,3/15/2024,Friday,23:59:00,23:49:00,Michigan Ave & Ida B Wells Dr,Rush St & Hubbard St,-1
classic_bike,3/29/2024 11:26,3/29/2024,Friday,11:26:00,3/29/2024 11:59,3/29/2024,Friday,11:59:00,11:26:00,Michigan Ave & Ida B Wells Dr,Shedd Aquarium,-1
classic_bike,3/29/2024 11:22,3/29/2024,Friday,11:22:00,3/29/2024 11:59,3/29/2024,Friday,11:59:00,11:22:00,Michigan Ave & Ida B Wells Dr,Shedd Aquarium,-1
classic_bike,3/29/2024 11:23,3/29/2024,Friday,11:23:00,3/29/2024 11:59,3/29/2024,Friday,11:59:00,11:23:00,Michigan Ave & Ida B Wells Dr,Shedd Aquarium,-1
